PERMNO,date,TICKER,PERMCO,RET,dateff,mktrf,smb,hml,rf,umd
89393,4/29/2005,NFLX,43145,0.064516,4/29/2005,-0.0261,-0.0394,0.0007,0.0021,-0.0069
89393,5/31/2005,NFLX,43145,0.237229,5/31/2005,0.0365,0.0288,-0.0064,0.0024,0.0045
89393,6/30/2005,NFLX,43145,0.148355,6/30/2005,0.0057,0.0258,0.0283,0.0023,0.0205
89393,7/29/2005,NFLX,43145,0.131018,7/29/2005,0.0392,0.0291,-0.0079,0.0024,0.0006
89393,8/31/2005,NFLX,43145,0.161638,8/31/2005,-0.0122,-0.0097,0.0132,0.003,0.0208
89393,9/30/2005,NFLX,43145,0.205473,9/30/2005,0.0049,-0.0065,0.0071,0.0029,0.0343
89393,10/31/2005,NFLX,43145,0.01616,10/31/2005,-0.0202,-0.0125,0.0042,0.0027,-0.0139
89393,11/30/2005,NFLX,43145,0.042787,11/30/2005,0.0361,0.01,-0.0116,0.0031,0.0035
89393,12/30/2005,NFLX,43145,-0.017429,12/30/2005,-0.0025,-0.0042,0.002,0.0032,0.0077
89393,1/31/2006,NFLX,43145,0.018108,1/31/2006,0.0304,0.054,0.0108,0.0035,0.0253
89393,2/28/2006,NFLX,43145,-0.02686,2/28/2006,-0.003,-0.0038,-0.0034,0.0034,-0.0184
89393,3/31/2006,NFLX,43145,0.081313,3/31/2006,0.0146,0.0344,0.006,0.0037,0.0126
89393,4/28/2006,NFLX,43145,0.022422,4/28/2006,0.0073,-0.0142,0.0234,0.0036,0.0064
89393,5/31/2006,NFLX,43145,-0.065789,5/31/2006,-0.0357,-0.0296,0.0241,0.0043,-0.037
89393,6/30/2006,NFLX,43145,-0.017335,6/30/2006,-0.0035,-0.0039,0.0085,0.004,0.0154
89393,7/31/2006,NFLX,43145,-0.239618,7/31/2006,-0.0078,-0.0398,0.026,0.004,-0.0212
89393,8/31/2006,NFLX,43145,-0.032383,8/31/2006,0.0203,0.0103,-0.0206,0.0042,-0.0338
89393,9/29/2006,NFLX,43145,0.137862,9/29/2006,0.0184,-0.0136,0.0008,0.0041,-0.0096
89393,10/31/2006,NFLX,43145,0.214223,10/31/2006,0.0323,0.0175,-0.0031,0.0041,-0.002
89393,11/30/2006,NFLX,43145,0.058568,11/30/2006,0.0171,0.007,0.0014,0.0042,-0.0103
89393,12/29/2006,NFLX,43145,-0.116803,12/29/2006,0.0087,-0.0115,0.0273,0.004,0.0079
89393,1/31/2007,NFLX,43145,-0.117943,1/31/2007,0.014,0.0012,-0.0068,0.0044,0.0024
89393,2/28/2007,NFLX,43145,-0.012275,2/28/2007,-0.0196,0.0119,-0.0014,0.0038,-0.0135
89393,3/30/2007,NFLX,43145,0.029294,3/30/2007,0.0068,0.0016,-0.0097,0.0043,0.0256
89393,4/30/2007,NFLX,43145,-0.043984,4/30/2007,0.0349,-0.0216,-0.0145,0.0044,-0.0024
89393,5/31/2007,NFLX,43145,-0.012183,5/31/2007,0.0324,0.0024,-0.0065,0.0041,-0.0034
89393,6/29/2007,NFLX,43145,-0.114608,6/29/2007,-0.0196,0.0075,-0.0105,0.004,0.0051
89393,7/31/2007,NFLX,43145,-0.111398,7/31/2007,-0.0373,-0.0261,-0.0371,0.004,0.0294
89393,8/31/2007,NFLX,43145,0.016831,8/31/2007,0.0092,-0.0013,-0.0186,0.0042,0.001
89393,9/28/2007,NFLX,43145,0.184355,9/28/2007,0.0322,-0.0223,-0.0221,0.0032,0.0463
89393,10/31/2007,NFLX,43145,0.275669,10/31/2007,0.018,0.0008,-0.0298,0.0032,0.0502
89393,11/30/2007,NFLX,43145,-0.127314,11/30/2007,-0.0483,-0.0293,-0.0094,0.0034,0.0099
89393,12/31/2007,NFLX,43145,0.152381,12/31/2007,-0.0087,0.0013,-0.0055,0.0027,0.0663
89393,1/31/2008,NFLX,43145,-0.055222,1/31/2008,-0.0636,-0.0103,0.0397,0.0021,-0.0775
89393,2/29/2008,NFLX,43145,0.255666,2/29/2008,-0.0309,-0.0043,-0.0084,0.0013,0.061
89393,3/31/2008,NFLX,43145,0.097213,3/31/2008,-0.0093,0.0071,0.003,0.0017,0.0427
89393,4/30/2008,NFLX,43145,-0.077056,4/30/2008,0.046,-0.0172,-0.0094,0.0018,-0.0031
89393,5/30/2008,NFLX,43145,-0.050657,5/30/2008,0.0186,0.0296,-0.0143,0.0018,0.0331
89393,6/30/2008,NFLX,43145,-0.141304,6/30/2008,-0.0844,0.0123,-0.0271,0.0017,0.1275
89393,7/31/2008,NFLX,43145,0.184887,7/31/2008,-0.0077,0.026,0.0542,0.0015,-0.0513
89393,8/29/2008,NFLX,43145,-0.001619,8/29/2008,0.0153,0.036,0.0159,0.0013,-0.0402
89393,9/30/2008,NFLX,43145,0.001297,9/30/2008,-0.0924,-0.0123,0.0591,0.0015,0.0028
89393,10/31/2008,NFLX,43145,-0.198187,10/31/2008,-0.1723,-0.026,-0.023,0.0008,0.0785
89393,11/28/2008,NFLX,43145,-0.07189,11/28/2008,-0.0786,-0.0285,-0.0631,0.0003,0.0717
89393,12/31/2008,NFLX,43145,0.300696,12/31/2008,0.0174,0.0346,0.0014,0,-0.0509
89393,1/30/2009,NFLX,43145,0.2091,1/30/2009,-0.0812,0.0007,-0.1129,0,-0.0218
89393,2/27/2009,NFLX,43145,0.002767,2/27/2009,-0.101,0.0005,-0.0695,0.0001,0.0441
89393,3/31/2009,NFLX,43145,0.184327,3/31/2009,0.0895,0.0003,0.0347,0.0002,-0.1187
89393,4/30/2009,NFLX,43145,0.055685,4/30/2009,0.1018,0.0539,0.0536,0.0001,-0.343
89393,5/29/2009,NFLX,43145,-0.129993,5/29/2009,0.0521,-0.0252,0.0028,0,-0.1249
89393,6/30/2009,NFLX,43145,0.048706,6/30/2009,0.0043,0.0263,-0.0273,0.0001,0.0548
89393,7/31/2009,NFLX,43145,0.062893,7/31/2009,0.0772,0.0187,0.0483,0.0001,-0.0555
89393,8/31/2009,NFLX,43145,-0.007055,8/31/2009,0.0333,-0.0108,0.0763,0.0001,-0.0907
89393,9/30/2009,NFLX,43145,0.058217,9/30/2009,0.0408,0.0243,0.0104,0.0001,-0.0479
89393,10/30/2009,NFLX,43145,0.157678,10/30/2009,-0.0259,-0.0435,-0.0421,0,0.0261
89393,11/30/2009,NFLX,43145,0.096913,11/30/2009,0.0556,-0.024,-0.0034,0,0.003
89393,12/31/2009,NFLX,43145,-0.060379,12/31/2009,0.0275,0.0605,-0.0016,0.0001,0.0301
89393,1/29/2010,NFLX,43145,0.129969,1/29/2010,-0.0336,0.004,0.0043,0,-0.054
89393,2/26/2010,NFLX,43145,0.061044,2/26/2010,0.034,0.0119,0.0322,0,0.0374
89393,3/31/2010,NFLX,43145,0.116427,3/31/2010,0.0631,0.0148,0.0221,0.0001,0.0376
89393,4/30/2010,NFLX,43145,0.341199,4/30/2010,0.02,0.0487,0.0289,0.0001,0.0316
89393,5/28/2010,NFLX,43145,0.123862,5/28/2010,-0.0789,0.0009,-0.0244,0.0001,-0.0025
89393,6/30/2010,NFLX,43145,-0.022492,6/30/2010,-0.0557,-0.0181,-0.047,0.0001,-0.0276
89393,7/30/2010,NFLX,43145,-0.056144,7/30/2010,0.0693,0.002,-0.0031,0.0001,0.0188
89393,8/31/2010,NFLX,43145,0.223988,8/31/2010,-0.0477,-0.03,-0.019,0.0001,-0.0006
89393,9/30/2010,NFLX,43145,0.291906,9/30/2010,0.0954,0.0396,-0.0316,0.0001,0.0141
89393,10/29/2010,NFLX,43145,0.070363,10/29/2010,0.0388,0.0113,-0.0242,0.0001,0.0158
89393,11/30/2010,NFLX,43145,0.186265,11/30/2010,0.006,0.0376,-0.0096,0.0001,0.0266
89393,12/31/2010,NFLX,43145,-0.146673,12/31/2010,0.0682,0.0073,0.0369,0.0001,-0.0303
89393,1/31/2011,NFLX,43145,0.218441,1/31/2011,0.0199,-0.025,0.0082,0.0001,-0.0029
89393,2/28/2011,NFLX,43145,-0.034613,2/28/2011,0.0349,0.0153,0.0127,0.0001,0.0199
89393,3/31/2011,NFLX,43145,0.15053,3/31/2011,0.0046,0.0254,-0.0183,0.0001,0.034
89393,4/29/2011,NFLX,43145,-0.02149,4/29/2011,0.029,-0.0038,-0.0243,0,0.0004
89393,5/31/2011,NFLX,43145,0.16388,5/31/2011,-0.0127,-0.0059,-0.0212,0,-0.0062
89393,6/30/2011,NFLX,43145,-0.029948,6/30/2011,-0.0175,-0.0012,-0.0042,0,0.0178
89393,7/29/2011,NFLX,43145,0.012562,7/29/2011,-0.0235,-0.0127,-0.0089,0,0.0018
89393,8/31/2011,NFLX,43145,-0.116471,8/31/2011,-0.0599,-0.0305,-0.0236,0.0001,-0.0028
89393,9/30/2011,NFLX,43145,-0.518021,9/30/2011,-0.0759,-0.0331,-0.0173,0,-0.0242
89393,10/31/2011,NFLX,43145,-0.27536,10/31/2011,0.1135,0.0328,0.0011,0,-0.0143
89393,11/30/2011,NFLX,43145,-0.213816,11/30/2011,-0.0028,-0.0016,-0.0045,0,0.0384
89393,12/30/2011,NFLX,43145,0.073764,12/30/2011,0.0074,-0.0059,0.0163,0,0.0181
89393,1/31/2012,NFLX,43145,0.734738,1/31/2012,0.0505,0.0204,-0.0097,0,-0.0791
89393,2/29/2012,NFLX,43145,-0.078785,2/29/2012,0.0442,-0.0185,0.0043,0,-0.0029
89393,3/30/2012,NFLX,43145,0.038923,3/30/2012,0.0311,-0.0064,0.0114,0,0.013
89393,4/30/2012,NFLX,43145,-0.303373,4/30/2012,-0.0085,-0.0042,-0.0078,0,0.0375
89393,5/31/2012,NFLX,43145,-0.208385,5/31/2012,-0.0619,0.0007,-0.0107,0.0001,0.0649
89393,6/29/2012,NFLX,43145,0.079524,6/29/2012,0.0389,0.0067,0.0062,0,-0.0106
89393,7/31/2012,NFLX,43145,-0.169891,7/31/2012,0.0079,-0.0275,-0.0002,0,0.0304
89393,8/31/2012,NFLX,43145,0.050484,8/31/2012,0.0255,0.0047,0.013,0.0001,-0.0237
89393,9/28/2012,NFLX,43145,-0.088413,9/28/2012,0.0273,0.0051,0.016,0.0001,-0.0114
89393,10/31/2012,NFLX,43145,0.455536,10/31/2012,-0.0176,-0.0115,0.0359,0.0001,0.0014
89393,11/30/2012,NFLX,43145,0.031179,11/30/2012,0.0078,0.0063,-0.0084,0.0001,0.0049
89393,12/31/2012,NFLX,43145,0.133154,12/31/2012,0.0118,0.0148,0.0351,0.0001,-0.0286
89393,1/31/2013,NFLX,43145,0.784642,1/31/2013,0.0557,0.0034,0.0096,0,-0.0179
89393,2/28/2013,NFLX,43145,0.138223,2/28/2013,0.0129,-0.0027,0.0011,0,0.0129
89393,3/28/2013,NFLX,43145,0.00638,3/28/2013,0.0403,0.0081,-0.0019,0,0.0192
89393,4/30/2013,NFLX,43145,0.141536,4/30/2013,0.0155,-0.0237,0.0045,0,0.0022
89393,5/31/2013,NFLX,43145,0.047114,5/31/2013,0.028,0.0171,0.0263,0,-0.0202
89393,6/28/2013,NFLX,43145,-0.067006,6/28/2013,-0.012,0.0133,0.0003,0,0.0052
89393,7/31/2013,NFLX,43145,0.158198,7/31/2013,0.0565,0.0187,0.0057,0,0.0176
89393,8/30/2013,NFLX,43145,0.161262,8/30/2013,-0.0271,0.0027,-0.0269,0,0.0002
89393,9/30/2013,NFLX,43145,0.089113,9/30/2013,0.0377,0.0287,-0.0122,0,0.0306
89393,10/31/2013,NFLX,43145,0.042916,10/31/2013,0.0418,-0.0152,0.0125,0,0.0008
89393,11/29/2013,NFLX,43145,0.134334,11/29/2013,0.0313,0.0129,0.0032,0,0.0044
89393,12/31/2013,NFLX,43145,0.006479,12/31/2013,0.0281,-0.0047,-0.0002,0,0.0002
89393,1/31/2014,NFLX,43145,0.111796,1/31/2014,-0.0332,0.0089,-0.0207,0,0.0171
89393,2/28/2014,NFLX,43145,0.088682,2/28/2014,0.0465,0.0034,-0.0031,0,0.0207
89393,3/31/2014,NFLX,43145,-0.21004,3/31/2014,0.0043,-0.0181,0.0493,0,-0.0329
89393,4/30/2014,NFLX,43145,-0.085192,4/30/2014,-0.0019,-0.0418,0.0117,0,-0.0389
89393,5/30/2014,NFLX,43145,0.297447,5/30/2014,0.0206,-0.0188,-0.0013,0,0.0087
89393,6/30/2014,NFLX,43145,0.054496,6/30/2014,0.0261,0.0309,-0.007,0,0.0069
89393,7/31/2014,NFLX,43145,-0.040581,7/31/2014,-0.0204,-0.043,0.0004,0,-0.0012
89393,8/29/2014,NFLX,43145,0.129921,8/29/2014,0.0424,0.004,-0.0045,0,0.0082
89393,9/30/2014,NFLX,43145,-0.055397,9/30/2014,-0.0197,-0.037,-0.0135,0,0.005
89393,10/31/2014,NFLX,43145,-0.129461,10/31/2014,0.0252,0.042,-0.018,0,-0.0006
89393,11/28/2014,NFLX,43145,-0.117575,11/28/2014,0.0255,-0.0206,-0.031,0,0.0068
89393,12/31/2014,NFLX,43145,-0.014369,12/31/2014,-0.0006,0.0249,0.0227,0,0.0112
89393,1/30/2015,NFLX,43145,0.293288,1/30/2015,-0.0311,-0.0056,-0.0359,0,0.0384
89393,2/27/2015,NFLX,43145,0.074943,2/27/2015,0.0613,0.0063,-0.0186,0,-0.0282
89393,3/31/2015,NFLX,43145,-0.122592,3/31/2015,-0.0112,0.0304,-0.0038,0,0.0274
89393,4/30/2015,NFLX,43145,0.335525,4/30/2015,0.0059,-0.0306,0.0182,0,-0.0727
89393,5/29/2015,NFLX,43145,0.121402,5/29/2015,0.0136,0.0094,-0.0115,0,0.0582
89393,6/30/2015,NFLX,43145,0.052687,6/30/2015,-0.0153,0.0291,-0.0079,0,0.0301
89393,7/31/2015,NFLX,43145,0.218026,7/31/2015,0.0154,-0.0417,-0.0413,0,0.0998
89393,8/31/2015,NFLX,43145,0.006299,8/31/2015,-0.0604,0.0033,0.0277,0,-0.0209
89393,9/30/2015,NFLX,43145,-0.102321,9/30/2015,-0.0307,-0.0262,0.0056,0,0.0522
89393,10/30/2015,NFLX,43145,0.049584,10/30/2015,0.0775,-0.0189,-0.0046,0,-0.0328
89393,11/30/2015,NFLX,43145,0.137941,11/30/2015,0.0057,0.0359,-0.0042,0,0.0228
89393,12/31/2015,NFLX,43145,-0.07257,12/31/2015,-0.0217,-0.0285,-0.0261,0.0001,0.0336
89393,1/29/2016,NFLX,43145,-0.197062,1/29/2016,-0.0577,-0.0342,0.0209,0.0001,0.0144
89393,2/29/2016,NFLX,43145,0.017095,2/29/2016,-0.0007,0.0074,-0.0057,0.0002,-0.0438
89393,3/31/2016,NFLX,43145,0.094422,3/31/2016,0.0696,0.0082,0.0119,0.0002,-0.0501
89393,4/29/2016,NFLX,43145,-0.119339,4/29/2016,0.0091,0.0076,0.0328,0.0001,-0.0602
89393,5/31/2016,NFLX,43145,0.139287,5/31/2016,0.0178,-0.0017,-0.0166,0.0001,0.0143
89393,6/30/2016,NFLX,43145,-0.108121,6/30/2016,-0.0005,0.0061,-0.0148,0.0002,0.0415
89393,7/29/2016,NFLX,43145,-0.002514,7/29/2016,0.0395,0.0249,-0.0132,0.0002,-0.0334
89393,8/31/2016,NFLX,43145,0.067945,8/31/2016,0.0049,0.0116,0.0318,0.0002,-0.0348
89393,9/30/2016,NFLX,43145,0.011288,9/30/2016,0.0025,0.0212,-0.0124,0.0002,0.0019
89393,10/31/2016,NFLX,43145,0.267073,10/31/2016,-0.0202,-0.044,0.0409,0.0002,0.0059
89393,11/30/2016,NFLX,43145,-0.063026,11/30/2016,0.0486,0.0571,0.0821,0.0001,-0.0463
89393,12/30/2016,NFLX,43145,0.05812,12/30/2016,0.0182,0.001,0.0353,0.0003,-0.0025
89393,1/31/2017,NFLX,43145,0.136591,1/31/2017,0.0194,-0.0118,-0.0275,0.0004,-0.0093
89393,2/28/2017,NFLX,43145,0.010092,2/28/2017,0.0357,-0.0205,-0.0167,0.0004,-0.0165
89393,3/31/2017,NFLX,43145,0.039963,3/31/2017,0.0017,0.0114,-0.0335,0.0003,-0.0103
89393,4/28/2017,NFLX,43145,0.0297,4/28/2017,0.0109,0.0073,-0.0213,0.0005,0.0049
89393,5/31/2017,NFLX,43145,0.071419,5/31/2017,0.0106,-0.0257,-0.0378,0.0006,0.0148
89393,6/30/2017,NFLX,43145,-0.083768,6/30/2017,0.0078,0.0225,0.0148,0.0006,-0.0011
89393,7/31/2017,NFLX,43145,0.215849,7/31/2017,0.0187,-0.015,-0.0031,0.0007,0.0169
89393,8/31/2017,NFLX,43145,-0.038258,8/31/2017,0.0016,-0.0167,-0.021,0.0009,0.033
89393,9/29/2017,NFLX,43145,0.038006,9/29/2017,0.0251,0.0447,0.0312,0.0009,-0.0133
89393,10/31/2017,NFLX,43145,0.083154,10/31/2017,0.0225,-0.0194,0.0019,0.0009,0.0427
89393,11/30/2017,NFLX,43145,-0.045054,11/30/2017,0.0312,-0.0054,-0.0003,0.0008,-0.0092
89393,12/29/2017,NFLX,43145,0.02335,12/29/2017,0.0106,-0.0132,0.0006,0.0009,-0.0154
89393,1/31/2018,NFLX,43145,0.408106,1/31/2018,0.0557,-0.0312,-0.0128,0.0012,0.0405
89393,2/28/2018,NFLX,43145,0.077987,2/28/2018,-0.0365,0.0026,-0.0104,0.0011,0.0355
89393,3/29/2018,NFLX,43145,0.013625,3/29/2018,-0.0235,0.0406,-0.002,0.0011,-0.0113
89393,4/30/2018,NFLX,43145,0.057931,4/30/2018,0.0029,0.0113,0.0054,0.0014,0.0037
89393,5/31/2018,NFLX,43145,0.125264,5/31/2018,0.0265,0.0526,-0.0322,0.0014,0.0387
89393,6/29/2018,NFLX,43145,0.113282,6/29/2018,0.0048,0.0114,-0.0233,0.0014,-0.0236
89393,7/31/2018,NFLX,43145,-0.137905,7/31/2018,0.0319,-0.0222,0.0045,0.0016,-0.0142
89393,8/31/2018,NFLX,43145,0.089584,8/31/2018,0.0344,0.0115,-0.04,0.0016,0.0528
89393,9/28/2018,NFLX,43145,0.017542,9/28/2018,0.0006,-0.0229,-0.0171,0.0015,0.0004
89393,10/31/2018,NFLX,43145,-0.193382,10/31/2018,-0.0768,-0.0474,0.034,0.0019,-0.0207
89393,11/30/2018,NFLX,43145,-0.051859,11/30/2018,0.0169,-0.0068,0.0028,0.0018,-0.0137
89393,12/31/2018,NFLX,43145,-0.064551,12/31/2018,-0.0957,-0.0237,-0.0188,0.002,0.0211
89393,1/31/2019,NFLX,43145,0.2684,1/31/2019,0.084,0.0288,-0.0045,0.0021,-0.0866
89393,2/28/2019,NFLX,43145,0.054786,2/28/2019,0.034,0.0206,-0.0271,0.0018,0.0085
89393,3/29/2019,NFLX,43145,-0.0043,3/29/2019,0.011,-0.0305,-0.0412,0.0019,0.0219
89393,4/30/2019,NFLX,43145,0.039208,4/30/2019,0.0397,-0.0172,0.0216,0.0021,-0.0297
89393,5/31/2019,NFLX,43145,-0.073568,5/31/2019,-0.0694,-0.0131,-0.0237,0.0021,0.0758
89393,6/28/2019,NFLX,43145,0.07003,6/28/2019,0.0693,0.0028,-0.007,0.0018,-0.0225
89393,7/31/2019,NFLX,43145,-0.120685,7/31/2019,0.0119,-0.0193,0.0047,0.0019,0.0288
89393,8/30/2019,NFLX,43145,-0.090529,8/30/2019,-0.0258,-0.0239,-0.0479,0.0016,0.0691
89393,9/30/2019,NFLX,43145,-0.088953,9/30/2019,0.0143,-0.0097,0.0677,0.0018,-0.0683
89393,10/31/2019,NFLX,43145,0.073948,10/31/2019,0.0206,0.0029,-0.019,0.0016,0.0015
89393,11/29/2019,NFLX,43145,0.094812,11/29/2019,0.0388,0.0078,-0.0199,0.0012,-0.0264
89393,12/31/2019,NFLX,43145,0.028316,12/31/2019,0.0277,0.0073,0.0178,0.0014,-0.0187
89393,1/31/2020,NFLX,43145,0.066508,1/31/2020,-0.0011,-0.0313,-0.0625,0.0013,0.0597
89393,2/28/2020,NFLX,43145,0.069373,2/28/2020,-0.0813,0.0107,-0.038,0.0012,-0.0035
89393,3/31/2020,NFLX,43145,0.017532,3/31/2020,-0.1339,-0.0479,-0.1388,0.0013,0.0796
89393,4/30/2020,NFLX,43145,0.118109,4/30/2020,0.1365,0.0245,-0.0134,0,-0.0526
89393,5/29/2020,NFLX,43145,-0.000286,5/29/2020,0.0558,0.0249,-0.0485,0.0001,0.0041
89393,6/30/2020,NFLX,43145,0.084126,6/30/2020,0.0246,0.0269,-0.0223,0.0001,-0.0073
89393,7/31/2020,NFLX,43145,0.074367,7/31/2020,0.0577,-0.023,-0.0144,0.0001,0.0759
89393,8/31/2020,NFLX,43145,0.083211,8/31/2020,0.0763,-0.0028,-0.0288,0.0001,0.0044
89393,9/30/2020,NFLX,43145,-0.055763,9/30/2020,-0.0363,-0.0003,-0.0265,0.0001,0.0314
89393,10/30/2020,NFLX,43145,-0.048577,10/30/2020,-0.021,0.0427,0.0431,0.0001,-0.032
89393,11/30/2020,NFLX,43145,0.031446,11/30/2020,0.1247,0.0572,0.0215,0.0001,-0.1247
89393,12/31/2020,NFLX,43145,0.101956,12/31/2020,0.0463,0.0479,-0.0134,0.0001,-0.0238
89393,1/29/2021,NFLX,43145,-0.015424,1/29/2021,-0.0003,0.075,0.0285,0.0001,0.0453
89393,2/26/2021,NFLX,43145,0.012134,2/26/2021,0.0278,0.0207,0.071,0,-0.0793
89393,3/31/2021,NFLX,43145,-0.031901,3/31/2021,0.0308,-0.0228,0.0727,0,-0.0616
89393,4/30/2021,NFLX,43145,-0.0157,4/30/2021,0.0493,-0.032,-0.0095,0,0.0122
89393,5/28/2021,NFLX,43145,-0.020761,5/28/2021,0.0029,-0.0027,0.0713,0,0.009
89393,6/30/2021,NFLX,43145,0.050516,6/30/2021,0.0275,0.016,-0.0775,0,0.0216
89393,7/30/2021,NFLX,43145,-0.020144,7/30/2021,0.0127,-0.0394,-0.0181,0,-0.0231
89393,8/31/2021,NFLX,43145,0.099735,8/31/2021,0.0291,-0.0046,-0.001,0,0.0249
89393,9/30/2021,NFLX,43145,0.072296,9/30/2021,-0.0437,0.0067,0.051,0,0.015
89393,10/29/2021,NFLX,43145,0.131025,10/29/2021,0.0665,-0.0237,-0.0045,0,0.0324
89393,11/30/2021,NFLX,43145,-0.070128,11/30/2021,-0.0155,-0.0132,-0.0041,0,0.0086
89393,12/31/2021,NFLX,43145,-0.061474,12/31/2021,0.031,-0.0164,0.0322,0.0001,-0.0274
89393,1/31/2022,NFLX,43145,-0.290983,1/31/2022,-0.0625,-0.0596,0.128,0,-0.0262
89393,2/28/2022,NFLX,43145,-0.076368,2/28/2022,-0.0229,0.0219,0.031,0,0.0177
89393,3/31/2022,NFLX,43145,-0.050517,3/31/2022,0.0306,-0.0166,-0.0176,0.0001,0.0297
89393,4/29/2022,NFLX,43145,-0.491818,4/29/2022,-0.0946,-0.0138,0.0617,0.0001,0.0487
89393,5/31/2022,NFLX,43145,0.037193,5/31/2022,-0.0034,-0.0196,0.0859,0.0003,0.0246
89393,6/30/2022,NFLX,43145,-0.114313,6/30/2022,-0.0844,0.0218,-0.061,0.0006,0.0073
89393,7/29/2022,NFLX,43145,0.286098,7/29/2022,0.0957,0.028,-0.0403,0.0008,-0.0394
89393,8/31/2022,NFLX,43145,-0.005958,8/31/2022,-0.0377,0.014,0.0029,0.0019,0.021
89393,9/30/2022,NFLX,43145,0.05314,9/30/2022,-0.0935,-0.0082,0.0002,0.0019,0.0351
89393,10/31/2022,NFLX,43145,0.239721,10/31/2022,0.0783,0.0007,0.0806,0.0023,0.0396
89393,11/30/2022,NFLX,43145,0.046766,11/30/2022,0.0461,-0.0351,0.0141,0.0029,-0.0198
89393,12/30/2022,NFLX,43145,-0.034857,12/30/2022,-0.0641,-0.0069,0.0134,0.0033,0.0453
89393,1/31/2023,NFLX,43145,0.200013,1/31/2023,0.0664,0.0501,-0.04,0.0035,-0.1602
89393,2/28/2023,NFLX,43145,-0.089668,2/28/2023,-0.0259,0.0117,-0.0083,0.0034,0.0013
89393,3/31/2023,NFLX,43145,0.072486,3/31/2023,0.0251,-0.0551,-0.0887,0.0036,-0.0245
89393,4/28/2023,NFLX,43145,-0.04501,4/28/2023,0.0061,-0.0336,-0.0005,0.0035,0.0162
89393,5/31/2023,NFLX,43145,0.197921,5/31/2023,0.0035,0.016,-0.0774,0.0036,-0.0065
89393,6/30/2023,NFLX,43145,0.114516,6/30/2023,0.0647,0.0155,-0.002,0.004,-0.0235
89393,7/31/2023,NFLX,43145,-0.003451,7/31/2023,0.0321,0.0205,0.0411,0.0045,-0.0405
89393,8/31/2023,NFLX,43145,-0.012051,8/31/2023,-0.0239,-0.032,-0.0108,0.0045,0.0377
89393,9/29/2023,NFLX,43145,-0.129312,9/29/2023,-0.0524,-0.0249,0.0145,0.0043,0.0024
89393,10/31/2023,NFLX,43145,0.090281,10/31/2023,-0.0318,-0.0388,0.0019,0.0047,0.0168
89393,11/30/2023,NFLX,43145,0.151279,11/30/2023,0.0883,-0.0003,0.0166,0.0044,0.0276
89393,12/29/2023,NFLX,43145,0.027238,12/29/2023,0.0487,0.0636,0.0492,0.0043,-0.0548
78405,12/31/2003,RCI,26164,0.058796,12/31/2003,0.0429,-0.0267,0.016,0.0008,-0.0557
78405,1/30/2004,RCI,26164,0.167273,1/30/2004,0.0215,0.0255,0.0249,0.0007,0.0258
78405,2/27/2004,RCI,26164,-0.023884,2/27/2004,0.014,-0.0157,0.0088,0.0006,-0.0114
78405,3/31/2004,RCI,26164,-0.005851,3/31/2004,-0.0132,0.0172,0.0027,0.0009,0.0017
78405,4/30/2004,RCI,26164,-0.078117,4/30/2004,-0.0183,-0.017,-0.0307,0.0008,-0.0538
78405,5/28/2004,RCI,26164,0.112014,5/28/2004,0.0117,-0.002,-0.0025,0.0006,0.015
78405,6/30/2004,RCI,26164,-0.051854,6/30/2004,0.0186,0.0226,0.0118,0.0008,0.0205
78405,7/30/2004,RCI,26164,-0.009928,7/30/2004,-0.0406,-0.0382,0.0324,0.001,-0.0229
78405,8/31/2004,RCI,26164,-0.009471,8/31/2004,0.0008,-0.0148,0.0097,0.0011,-0.0159
78405,9/30/2004,RCI,26164,0.13667,9/30/2004,0.016,0.0301,0,0.0011,0.0549
78405,10/29/2004,RCI,26164,0.14003,10/29/2004,0.0143,0.0015,-0.0022,0.0011,-0.0138
78405,11/30/2004,RCI,26164,0.048177,11/30/2004,0.0454,0.0374,0.0141,0.0015,0.0316
78405,12/31/2004,RCI,26164,0.084547,12/31/2004,0.0343,-0.0003,-0.0022,0.0016,-0.0287
78405,1/31/2005,RCI,26164,0.024092,1/31/2005,-0.0276,-0.0172,0.0206,0.0016,0.0305
78405,2/28/2005,RCI,26164,0.011202,2/28/2005,0.0189,-0.0057,0.0154,0.0016,0.0337
78405,3/31/2005,RCI,26164,0.005908,3/31/2005,-0.0197,-0.014,0.0204,0.0021,0.0041
78405,4/29/2005,RCI,26164,0.0558,4/29/2005,-0.0261,-0.0394,0.0007,0.0021,-0.0069
78405,5/31/2005,RCI,26164,0.05459,5/31/2005,0.0365,0.0288,-0.0064,0.0024,0.0045
78405,6/30/2005,RCI,26164,0.085405,6/30/2005,0.0057,0.0258,0.0283,0.0023,0.0205
78405,7/29/2005,RCI,26164,0.123175,7/29/2005,0.0392,0.0291,-0.0079,0.0024,0.0006
78405,8/31/2005,RCI,26164,0.005416,8/31/2005,-0.0122,-0.0097,0.0132,0.003,0.0208
78405,9/30/2005,RCI,26164,0.062483,9/30/2005,0.0049,-0.0065,0.0071,0.0029,0.0343
78405,10/31/2005,RCI,26164,0.002028,10/31/2005,-0.0202,-0.0125,0.0042,0.0027,-0.0139
78405,11/30/2005,RCI,26164,-0.033392,11/30/2005,0.0361,0.01,-0.0116,0.0031,0.0035
78405,12/30/2005,RCI,26164,0.1077,12/30/2005,-0.0025,-0.0042,0.002,0.0032,0.0077
